artista,genero_musical,tipo,nombre,año_lanzamiento,id
Algora,pop,cancion,Nuestro Tío Walter,2010,7FzvSr6zNi3ehsGd7XD95K
German Meoro,pop,cancion,Pase Lo Que Pase,2010,2WBf8zPWDYtGhW7E9Nfsas
Batoma Kouyaté,pop,cancion,Bara,2010,3P5WaiW4gM1UFvadJXlm6C
Pitovnis,pop,cancion,Con Vistas al Mar,2010,4BH80REoPm7ZxM1AvI3GnQ
José Parra,pop,cancion,Tengo en Mi Corazón (Rumba Flamenco). Spanish Guitar: Pedro Sierra y José Juan Pantoja,2010,25d0ASfH81hZSlHb8rg3Dr
Los Directivos,pop,cancion,La Tortura,2010,0E6TGh5MYPw4bAJXKpJRwG
Beth Orton,pop,cancion,Stolen Car - Radio Edit,2010,75LRMdrVyvQjS3e1XCARIF
Albert Hammond,pop,cancion,My Heart Is Failing me,2010,3mPoEPjSmg5mLx44pGUVoM
Pastora Soler,pop,cancion,Quién - Directo,2010,1vFPp9tfMP05SU3LyRhcOc
Albert Hammond,pop,cancion,The Air That I Breath - Con Cliff Richard,2010,6MQxZD6Bz7zX2sQ52qg6lg
Albert Hammond,pop,cancion,Changing Me - Con Albert Hammond Jr.,2010,0IBgzdmLKOSSTGtcbTZ2TL
Parade,pop,cancion,Mutantes,2010,3vfT4qLHbKCseyuskWkj4c
Albert Hammond,pop,cancion,Enredado - Con Helena Paparizou,2010,5rNxPbcTYgWy7AVWRJXe1o
Scissor Sisters,pop,cancion,Any Which Way - 7th Heaven Remix,2010,63aXaXqqsX7W8QdABosUxu
La Habitación Roja,pop,cancion,Muertos Vivientes,2010,3hXhXROKHBrWNXiEwIBQp2
Ellos,pop,cancion,Puntos Suspensivos,2010,0TJg817yJLRwcANRyShMSf
Albert Hammond,pop,cancion,Freedom Come Freedom Go,2010,2kSDWC7AMV5ifadv6eFhpX
The Velvet Candles,pop,cancion,That's How I Feel,2010,3Ri1A2WpHdizQifnLZqQUY
Bordon-4,pop,cancion,Candela,2010,6OK1nkJ85ROfg3i8EAJquw
José Parra,pop,cancion,Eres mi canastera (Rumba flamenca version),2010,34ZWVNShcxbtiUAPJTY40r
Nelly Furtado,pop,cancion,Stars,2010,4bw03B4kOxDUSlD9ytmgIg
Sinay,pop,cancion,A Oscuras,2010,1upCm2lieZXCWHKDXJXiww
Albert Hammond,pop,cancion,When I Need You - Con Ron Sexsmith,2010,1if3l4tSA89ZqzT9oMcAxO
Rebeldes,pop,cancion,Conocerte Mejor,2010,7utJxlbeUs6n4l7ClEnUi5
Niño y pistola,pop,cancion,Make Out My Guitar,2010,4RowhkNU79k1Q3avqKIuvQ
Mojinos Escozios,pop,cancion,Frío en Madrid - Leyenda urbana,2010,2hfr68GS4F15LEWOWAPm5x
Nelly Furtado,pop,cancion,Night Is Young,2010,30ILVSsmqMDtQD05wHK0Ys
Hripsime Hakobyan,pop,cancion,Eli Eli,2010,1DvU66Hed5TXOHqgPQOGiM
The Plimsouls,pop,cancion,Shaky City,2010,4Y8yNiLhloVQoqxYmtFnmv
Manezinho Do Sax,pop,cancion,Lambada paraense,2010,0mwVE8NSoAjwnDpvdZWh6U
Fanta Damba,pop,cancion,Sekou Ousmane Touré,2010,0DkMm0Ifm7afO8GeDmMKMU
Nomadi,pop,cancion,Naracauli - Remaster 1994,2010,0zmzjC3SPInHuyqEArjpDC
Edoardo Bennato,pop,cancion,Rinnegato - Live,2010,3yfVmkrfOyLjNtax9iePT7
Maurício Pereira,pop,cancion,Máscara Negra,2010,769WY48tKUOZLDKjb6rVq0
Las Aves Cantoras,pop,cancion,Ante la Tumba,2010,0jLgvGjJG5XYf9j9rnEHsu
Lolita Garrido,pop,cancion,Dímelo Otra Vez - Remastered 2010,2010,4lPzSc37EX5W7vGwoNBL6V
Roberta Bonanno,pop,cancion,Matematico,2010,0lyJrPnWoUc5rLSFmZsuPQ
Straight Lines,pop,cancion,To Be Honest,2010,1VSyddqWeGwxpGzyf1EmTI
Les Paul,pop,cancion,Put A Ring On My Finger,2010,4rWkCaPxhl4u5if1haFsTg
Lucho Barrios,pop,cancion,Señora Soledad,2010,0WnoBUhjb5UHE6miWM8clk
El Charrito Negro,pop,cancion,Mujeres de la Calle,2010,6LFdBs4pHiivN497scNmti
Jalal El Hamdaoui,pop,cancion,Sali Ala Rasoul Allah,2010,7CHttTry0GsyY1AnD7vLv6
Niccolò Fabi,pop,cancion,Il Male Minore,2010,6cKSaWI4rNBbbC7e8Acosf
Las Aves Cantoras,pop,cancion,Aunque Pasen los Años,2010,0pUbjDGTztdwWoEnyfZJef
Kitty Wells,pop,cancion,(I'll Always Be Your) Fraulein,2010,0IQQLS1gmZyH2Ug0nu4550
José Parra,pop,cancion,No Quiero Pensar,2010,3mNKZMe32A8wP61uM4p4eX
Las Limeñitas,pop,cancion,Esta Es Mi Tierra,2010,2sheYqJeEtzm9gBxLBG5yB
Beniqno,pop,cancion,Lompong Sagu,2010,0x83AB6NLHQIKRAU00VZh8
MynameiS,pop,cancion,Hanya Persepsi,2010,0nt9ARFSTri1kjCyneliSG
P-Unit,pop,cancion,Kare,2010,6fcgJmx6uvnFBSphPvVFuU
Yen Rustam,pop,cancion,Indak Kabarubah,2010,4MpAoRLfxUzf8X03tGUOuI
Boi Bumbá Garantido,pop,cancion,"Israel, Batucada e Galera - Ao Vivo",2010,123ERryyc493nTXjfH2F9k
MynameiS,pop,cancion,Satu Rasa,2010,5Kk7kbyv7kMnMjX1qxcqri
Endah N Rhesa,pop,cancion,The King,2010,6LLzQj96G0R1vuukwNfpd6
Nyawa Band,pop,cancion,Berharap (Dia Itu Kamu),2010,1kg5dmZNPz6CngYRUaEoI2
Bhikari Bal,pop,cancion,Sagadia Sagadia,2010,6I6u3CUwfnYFURPyqSQ3lf
Zubeen Garg,pop,cancion,Bohagar Bihute Tongali,2010,6QBF5p5jKHLrFK6Km7IOpN
Glory of Love,pop,cancion,Perasaan Kontra Logika,2010,4GMdgZ4UX6WY4YaQJZ9HDq
Maldita Nerea,pop,cancion,Facil,2011,5OtRVr6nD1ojFQP5YLP7js
INNA,pop,cancion,Sun Is Up - Ilario Estevez Remix,2011,4fNcOGmmVBPQRw9WeJQO63
Natalia y Maka,pop,cancion,Donde Iremos A Parar,2011,1rpM1FeRmdhCcJmJLryMub
OBK,pop,cancion,El cielo no entiende - Juan Magán Remix,2011,3JLl4af3hXHEKp2OecaM6k
German Meoro,pop,cancion,Pase Lo Que Pase (feat. Diego Martín),2011,0etcEuWwhmdCJPWOiuVYgl
Tino Casal,pop,cancion,Ángel Exterminador,2011,4TLwkcOfsT6CBEx4KOB2Gm
María Villalón,pop,cancion,Tu Coche Azul Eléctrico,2011,1N2KFi7V8pXSRegqu9Z1em
Marisol,pop,cancion,Verdiales,2011,0SkWtEW21C6SP9Njd23xpG
Natalia y Maka,pop,cancion,Hoy,2011,7DCyNLJ2dBtcjlEVr93sgO
Tino Casal,pop,cancion,De la Piel Del Diablo,2011,2hqAnNvdN66Ak7wHBuohe9
Rocío Dúrcal,pop,cancion,Tarantos Y Verdiales,2011,2YOei2EIbuNMpy2DAb67eF
Ecos del Rocío,pop,cancion,El Borriquillo,2011,1VnDAjQ2SND5pZbqMZbIXj
La Guardia,pop,cancion,Blues De La Nacional II,2011,17Wqdk1is49LCI12TF3Tr5
Rocío Dúrcal,pop,cancion,Un Muchacho Formal,2011,0guglohfsQHVqTUDkap0kH
Rocío Dúrcal,pop,cancion,Canción Canaria,2011,4acF17hunOU1V31My7iGKT
Benny Benassi,pop,cancion,Cinema - Extended Mix,2011,0NYXlSMO76TFI2yJlzyl0O
Melocos,pop,cancion,Imposible,2011,1zjTkMYsyaxX2dMBMSNrAD
Rocío Dúrcal,pop,cancion,Homenaje A Agustín Lara,2011,6QCvu3ID8anxej2BiLFC7Y
Rocío Dúrcal,pop,cancion,Canta Conmigo,2011,1MkcDjpXhsX1oG7ZzzYWf4
Marisol,pop,cancion,El Currucucú,2011,5XsLZ7zeXQGMeOVfcOe9V1
Sander van Doorn,pop,cancion,Drink to Get Drunk - Radio Edit,2011,60qxofkRscgsJrHNypPzEK
Marta Quintero,pop,cancion,Tientos del Reloj,2011,2ggNhdwv974tVgLSaPmes7
Rocío Dúrcal,pop,cancion,Sempre Libera - De La Traviata,2011,0oebCY02I6Uh6Uv3XS8i3i
The Script,pop,cancion,For the First Time,2011,3YNLMeyHiEXnphTQMhbINW
Deniz Koyu,pop,cancion,Tung! - Radio Edit,2011,4rUxjNNRorTpLhGLaYEvkK
Andy & Lucas,pop,cancion,Aqui Sigo Yo,2011,3yaquRgm3o2oV0X11QWbwA
Elbicho,pop,cancion,Contigo - Versión single,2011,6Dggwyv7LX8bM1RbRlAL0n
Marta Quintero,pop,cancion,Quien Dijo Pena,2011,6hFbkVOeFanIjFPyoC8s2W
Sidonie,pop,cancion,Perros,2011,1tDYb8NzOXMWfQkwxxgoqV
Marta Quintero,pop,cancion,En el Ultimo Minuto,2011,3ZA8xtVQtrp14n2DF5tG5c
Natalia y Maka,pop,cancion,Tan Dentro De Mí,2011,6shPfRYTnxsj0LqKE89HhI
Christian Pagán,pop,cancion,¿ Y Cómo Es Él ?,2011,5BCEtdHWCcw6wWVGku265l
Rocío Dúrcal,pop,cancion,Puedo,2011,7ypWa8ZNbzIITJIgv2YtDi
Marta Quintero,pop,cancion,No Puedo Vivir Contigo,2011,02GjICOhjRrAKMGd1Zpj3u
Sander van Doorn,pop,cancion,Love Is Darkness - Interlude,2011,0odL1vYteLaEbLxmHxpYG8
Amaia Montero,pop,cancion,Caminando,2011,6oXJfRSa3KixlrDbBN1MRw
Marta Quintero,pop,cancion,La Lirio,2011,4sThegIwgGCZhfdYcPrqQ7
Alex Ubago,pop,cancion,Dame tu aire,2011,1bo4ebbrkGrrus05hdF0Bp
Marisol,pop,cancion,El Tesoro del Duende,2011,3qWmOJhKUEw3V2RpSL4jb1
Mesalla,pop,cancion,Volverás,2011,4tChUHvPrqOaZKRZVZcmvK
Tino Casal,pop,cancion,Tal Como Soy (Parte II) (Killing Me Softly With This Song),2011,54obgiQGxPaj5NaQqZsj6C
Maronda,pop,cancion,Sin Ministerio,2011,1JgpNRQ5cuLMje4ebbUJPs
Huecco,pop,cancion,Dame vida - Vidance Spicy Remix by Fashion Beat Team,2011,1oOTxCg83M1NesABPMsd0a
Ecos del Rocío,pop,cancion,25 Besos para Ti,2011,3ZQF6z6HEVfKqxIpefj4Pe
Tino Casal,pop,cancion,Mañana,2011,3wra5gwSsgbp0gUvXVk58s
Tino Casal,pop,cancion,Los pájaros,2011,6kU1u3bfeV2FxKgjcN3CS5
Rocío Dúrcal,pop,cancion,El Diplodocus,2011,037lgpQyKmPXWEHAaqf6Tr
La Caja De Pandora,pop,cancion,En Busca del Mar,2011,30mkEAbuaxo5VOkHo0oLhv
Pastora Soler,pop,cancion,Háblame Del Mar Marinero,2011,7mwW2mliBQtuFtwJGdra9F
Pastora Soler,pop,cancion,Rosa Y Clavel,2011,2IW5xBmEYOJLSoJ0yMI8y5
Espanto,pop,cancion,Ciento volando,2011,1I5w4T9H9HQvkSWrhD948u
Rocío Dúrcal,pop,cancion,La Pastora Cantarina,2011,5AOrRwnGCSKYWgFvDMz6KP
Pastora Soler,pop,cancion,Una Cantaora,2011,20mVPe0ULKFbmW7a2fHkmZ
Rocío Dúrcal,pop,cancion,"Vivir, Vivir, Vivir",2011,69VtPTy0RtuzVJAHCPS0iH
Astrud,pop,cancion,Lo Popular (Retrato De Adrià Grandia),2011,1cd6WAGxKTvdC7S9lbauyj
K-Narias,pop,cancion,No Vale la Pena - Versión Maqueta,2011,5A4g2PRxhWDD4Ps0Yhuh6H
Fernando Caro,pop,cancion,Adelante (feat. Manuel Martínez) (Bonus Track),2011,01oeBnnJOSdYedz8qZekfZ
Cosmen Adelaida,pop,cancion,"Si quieres, salgo",2011,4ch4UYGz0qro58A655NQ0X
Matt Nathanson,pop,cancion,I Hope That Something Better Comes Along,2011,5YlIXtaWvVkvZRb05VbclG
Alborotador Gomasio,pop,cancion,En el espejo,2011,1ICMHbToaq3JhAdfajnDFT
Fernando Caro,pop,cancion,Mienten,2011,7toNq80XnI4FtqTtpIiYhT
Las Ruinas,pop,cancion,Calle Tallers,2011,21qmx4nq4sYQZ4qY3XVpkE
Luisa Linares y Los Galindos,pop,cancion,Hay Quien Dice de Jaen,2011,3P3XgPtaaISBAND8Q5mZgI
Feedbacks,pop,cancion,Name of the Game,2011,4jZazdCqjICyz4eBi3yCjY
Keane,pop,cancion,Everybody's Changing,2011,5bRychvnkOt8mGhE1SrbLX
Shara,pop,cancion,Me Castiga El Amor (A Duo Con Shara),2011,2YzIAsEJkjn6z34iiOGI0n
Tino Casal,pop,cancion,Intro,2011,7rM3Gn9rwxFK6aVEdpICPY
Julio de la Rosa,pop,cancion,El Traje,2011,2GsqqeJhhclemaekmEqmpp
Pastora Soler,pop,cancion,La Flor De Los Cantes,2011,4Pu2ZyEX7EkQ7PhRyQZGRw
Parade,pop,cancion,Bela Y Boris (Amor A La Inversa),2011,7KLdyyJbis0dx7SdWmZy1N
Rocío Dúrcal,pop,cancion,I Surrender,2011,4SQLN1KSvnHUnmUrDFBdcJ
Martin Solveig,pop,cancion,Get Away from You,2011,6uchmeWl0TXyIExGULP5AS
Fernando Caro,pop,cancion,Adelante,2011,5oM4UqySGiLVjCiUM7pQPL
Grushenka,pop,cancion,Feliz,2011,4U1AvLgiNsMEhkwVGl9T1p
Tachenko,pop,cancion,El alud,2011,6bt6tRQSwKf0sMrAy1Dgm7
Leona Lewis,pop,cancion,I Got You,2011,3myKm5Xss5WtybZWnvXqBL
Pastora Soler,pop,cancion,Como Sabré,2011,7slSPAqcoohbAhacx6ewCc
Los Diablos,pop,cancion,Hace falta más Amor,2011,3eLxCR7jz0ylYhHcAk6k5Q
Camila,pop,cancion,De Mí,2011,77FQ5Jj5vLxWQXdTRUnyBS
Maronda,pop,cancion,Estrellas Y Agujeros Negros,2011,7gjPyp46RkjSI14GdcEQZW
Tino Casal,pop,cancion,The End,2011,6KLwWrlDin2SHvPjClITjL
Maldita Nerea,pop,cancion,Bienvenido a Nuestro Clan (feat. Los Clanners),2011,4AQN8Hh09Ts03wk45EmjsP
Rocío Dúrcal,pop,cancion,Contenta,2011,2z66PgluDTb6p0xgxUFPB2
Hugo Salazar,pop,cancion,Donde Estare,2011,2DApdAK8Zh6OhKTmdjZaUY
La Musicalité,pop,cancion,Soledad en mí,2011,24R05CfjGrPyPYaYIW1LcS
Tino Casal,pop,cancion,Más Pánico En El Edén - Versión Maxi,2011,24RxuWSr7d8aH3tmdkAZCE
Sander van Doorn,pop,cancion,Believe,2011,29JCPMwwElw9H9CcmKwOKY
Tino Casal,pop,cancion,Fantasmas,2011,5839rleAm8r0IoujsYuXSY
Rocío Dúrcal,pop,cancion,Tan Cerca,2011,487Uz2SZCDzq6DMaWPkRGa
Pumuky,pop,cancion,Dejadme Solo,2011,6mSwI78HjW9a8UojFde6m5
Juan Magán,pop,cancion,Bailando Por El Mundo (feat. Pitbull & El Cata) - English Version,2011,2pmS2Z8Q7EARrTmshrgsE1
Nikos Ganos,pop,cancion,Last Summer - Rivaz Rework Edit,2011,1Yw1IdIkK3zN3ogreNIiXI
Rocío Dúrcal,pop,cancion,Alegria En Belen,2011,7ocNX84fzAOe8UKanY1lUs
Atencion Tsunami,pop,cancion,Técnicamente Sí,2011,1yw4pJe9HzFCjHqD7XsZFx
Odio París,pop,cancion,San Antonio,2011,1bnQ9grC1BwTTjkYrJ9iqk
Feedbacks,pop,cancion,Always Waiting,2011,7o2827IS1j2aZK41VVRHRm
Tino Casal,pop,cancion,Ángel exterminador,2011,6YBZBOFJyslaRytykNygZt
Judith Mateo,pop,cancion,Devil,2011,3TJG5Lomc6eMEBvR0TclHn
Pastora Soler,pop,cancion,Esta vez quiero ser yo,2011,0e28KVZtblSuGQ0iPo0LvO
Celia,pop,cancion,Is It Love - Sahara Extended Mix,2011,5WNAQ7EnLzmD92d8kyURWz
Lagartija Nick,pop,cancion,Ahora,2012,7rA4YE6mBrVoCQzApH0bD0
Fernando Castro,pop,cancion,En Tu Silencio,2012,0bNNHZDwnxytH8XqvYhlVh
P!nk,pop,cancion,Blow Me (One Last Kiss),2012,3biqxmrGBbBWdsr9NEDvXn
Hombres G,pop,cancion,Lo Noto (with Miguel Bosé),2012,0oHdp7dFTXl4vqA6kK1YHl
La Musicalité,pop,cancion,It's a Nice Day,2012,7odNtP51VlpZISsmDytikm
Ecos del Rocío,pop,cancion,Por Culpa de un Cabello,2012,79ObL1Xc1gmPPw8d938rMe
Raúl Obregón,pop,cancion,El más grande se equivoca,2012,68CzkQMxChgwZk4QUQ2bTP
Paco Candela,pop,cancion,El último Viaje,2012,6Rh1IQMuCcFu8vqDHF9k0y
Escoberito,pop,cancion,No Puede Ser,2012,6rK2EpBxwUD9h9jaFTKOKE
Sergio Contreras,pop,cancion,#Amor (feat. Fernando Caro),2012,6AAN4c5jDwgrknvoRZVIO3
Los Enemigos,pop,cancion,Desde el jergón - En directo,2012,4LeMLlwMV9HOd1yHQ2R94q
Café Quijano,pop,cancion,Como siempre,2012,43tcOVNsWKDqvMj1tnvVK0
Mujeres,pop,cancion,Soft Gems Pt. 2,2012,1yXRlq3eA65Nsa7xg94381
Los Enemigos,pop,cancion,Me sobra carnaval - En directo,2012,0uVoQsE1OE3uZWxGukML1U
Albert Hammond,pop,cancion,I Don't Wanna Lose You,2012,2MkElXs4sFNh4mP1i7OSI0
Los Enemigos,pop,cancion,La otra orilla - En directo,2012,2LS662Qd3GFAlVGG39aW2Z
Los Enemigos,pop,cancion,Soy un ser humano - En directo,2012,6PX9h6EKzwNEJ1uXDBU7CR
Los Enemigos,pop,cancion,¿No amanece en Bouzas? - Primera versión - Maqueta,2012,1N3zHokI9iIU5ISCUnODOo
Los Enemigos,pop,cancion,No se hable más - Maqueta,2012,1Vdr45b59ZKbRxyqCxVFow
Los Enemigos,pop,cancion,Ouija - Maqueta,2012,17CKn5aqReXt9cHPf5nYGI
Ecos del Rocío,pop,cancion,Para Que Seas Feliz,2012,4khKpSvoGM1estlGOvEQsx
Los Enemigos,pop,cancion,Paracaídas - En directo,2012,0K9VvBHEIYAGn62SVzkzYw
David Otero,pop,cancion,La Luna Va Y Viene - Al Natural,2012,1dgF4kOEvaSMBQVLDn9fyp
Sr. Chinarro,pop,cancion,Mr. España,2012,5YGqdpvGRXIcKYkJKEc6L8
Los Enemigos,pop,cancion,Claro que arde - Maqueta,2012,2f4gpKYpylFp9qYJsH3p5Y
Los Enemigos,pop,cancion,Wonderland - Maqueta,2012,1cqxvLaIkR8KWkinmC3L17
Fran Ocaña,pop,cancion,Besos de Contrabando,2012,3rYc2kjYlG4zCfG5LLd1uL
Tiziano Ferro,pop,cancion,No Tengo Temor,2012,3J2ARqzN7XWIX9CYlx6j5S
Alex Ubago,pop,cancion,Ella vive en mí,2012,4z5np9tgFPOAP3qZUgfHmg
Kañasur,pop,cancion,Las Cuentas,2012,00NPWoVtNdunjq1mETqKMv
Danza Invisible,pop,cancion,En Celo - Re-tocada El Trio del Saco,2012,6KTE5jl0F6RQUa8Fi2LVSY
Los Enemigos,pop,cancion,Qué bien me lo paso - En directo,2012,4vtytebpELNsOSxlLWWV1L
Los Enemigos,pop,cancion,Hienas - Maqueta,2012,6UAgNzhGhNeM9nTMrMAHN3
Ecos del Rocío,pop,cancion,Himno para un Luchador,2012,1hwirfkaLlBPOIvalXNpdt
Kañasur,pop,cancion,Será Tu Sonrisita,2012,2dmhzrZBUCgt5XzZXywXDR
Ecos del Rocío,pop,cancion,Ella y Él,2012,1pHoplWmlHhWBPwu31ODE1
Los Enemigos,pop,cancion,Firmarás - Maqueta,2012,2rMwdjBeteJCPL3EuHoiu4
Ecos del Rocío,pop,cancion,La Esperanza,2012,3vhy8CY6LGEdgOIzTa6yuW
Sergio Contreras,pop,cancion,#Amor (feat. Fernando Caro) - Remix by Alejandro Desquirón,2012,4KL3iZRkp1knG3HSZb4PhL
Armando Manzanero,pop,cancion,"Antes de, después de (feat. Juan Pablo Manzanero)",2012,4aaAusNmJfb7EIQqeVXp4d
Mujeres,pop,cancion,Ride A River,2012,5HkZyoF6SJ0ojFbvqnfGiq
Los Enemigos,pop,cancion,Pájaro loco - Inédita; Maqueta,2012,4M67wCDj7Y2SBPv09NZlY1
Huecco,pop,cancion,Amar en tiempos violentos (feat. Papillon),2012,75gv5g8Pl5LaKnQ0mF3mX3
Magic Juan,pop,cancion,Te Gusta - Radio Edit,2012,0SPlMrrMnTlEahShNMUhR3
Los Enemigos,pop,cancion,Odio a los nº 1 - Maqueta,2012,0V3U72X5BXJgPgNnfelLga
Los Enemigos,pop,cancion,No me caigo bien (Me caigo mal) - Directo en Onda regional Murcia,2012,0FYdzzc7zFMi2lNQuUuiZb
Ecos del Rocío,pop,cancion,Y Se Aman a Escondidas,2012,1c2D8zCacnj9P1J4CoiF08
Diego Torres,pop,cancion,Guapa,2012,3XP3P9I6ob4TqyjDzgem56
Alberto Cortez,pop,cancion,Las palmeras,2012,33wKRZSojeQy1hamgHqaQm
José de Aguilar,pop,cancion,María Cristina me quiere gobernar,2012,2rqUHDtVhfCfKTDMCiFsE9
Pitbull,pop,cancion,International Love (feat. Chris Brown),2012,2NVSLDhf14uDoT2YvBiAkK
Los Claveles,pop,cancion,Mesetario,2012,3VxCDFsO08JPW7m5vrkO4g
Raúl Obregón,pop,cancion,Linda Negra,2012,0uQegAP3CulHqd3IhrysyG
Juan Magán,pop,cancion,Bailando por el Mundo (feat. Pitbull & El Cata),2012,2E9E8lHJulNKwUyzzOih3A
Diego Torres,pop,cancion,Esto Es Lo Que Soy,2012,2z0d2OHr8zjRLgGQzuux7L
Fran Ocaña,pop,cancion,Mi Amor No Es una Mentira,2012,3abhhenkGl5Z2nMDQ61btb
Diego Torres,pop,cancion,Mirar Atrás,2012,1kKO3QIvdcCsVtAEwolNGA
Ivete Sangalo,pop,cancion,Ahora Ya Sé - Ao Vivo,2012,3bxoZa6OoJjBSjnR96N9iA
Train,pop,cancion,Drive By,2012,3matDLh7ILfTRw5DVdd7Uq
Franc3s,pop,cancion,Chicharrón,2012,3Nk2i7F8iMtMO8IvDRDBPm
Armando Manzanero,pop,cancion,Por supuesto que hicimos el amor,2012,0AffeKqsFwiv5XfEyPeI3r
Maika Makovski,pop,cancion,Language,2012,7Io7urTokQjpIL3qcVJaOy
Diego Torres,pop,cancion,Reggae Para Mi Viejo,2012,7djtKDG8jRLaFvPOvSFNQC
Lagartija Nick,pop,cancion,El Mundo Desaparecido de los Guantes,2012,7BkYgnEbwPFEPIDAt9X2xr
Diego Torres,pop,cancion,No Alcanzan Las Flores,2012,3RwALlCf8gOyVFZ7mgsf5V
Ivi Adamou,pop,cancion,La La Love,2012,74N6mXdmcVnKbokzS77eN0
Batoma Kouyaté,pop,cancion,Bi tiew magny,2012,2EXwy0bbBYsUk00SAaUXeE
Johnny Hallyday,pop,cancion,Honey Don't,2012,1OuOrdaefrRUNBGaaPtArZ
La Oreja de Van Gogh,pop,cancion,Cometas Por El Cielo - Carlos Jean Remix,2012,1dQ4DobjrCfRI6v4dkoAj2
La Barbería Del Sur,pop,cancion,Rosario Dinamitera,2012,3GQfEgzw3J2Vj1CqXpCcH1
Ecos del Rocío,pop,cancion,Maldito Corazon,2012,5D17Uzw36toHWImXFNufzI
