artista,genero_musical,tipo,nombre,año_lanzamiento,id
Doppel D,rap,cancion,Guglmana,2010,04BT5JjVxHxBxcXoKD7NGz
Lotfi Double Kanon,rap,cancion,Maa L'khadra,2010,4rrXcp8GiOcQbzyTjw8hKu
Hurricane Chris,rap,cancion,Rep Dat,2010,2wQg3MdFiwmYpr5ERZfqMD
ScholarMan,rap,cancion,Just Me,2010,7ovg681N7X0CvElvPk6qJf
Jhef,rap,cancion,Casa em Chamas,2010,7BlxAlHIDVSqhhkOfrZcT2
Bay Loc,rap,cancion,Dear Grandmama,2010,1s47Dq2itQkscRYkQDYeiY
Mr. Knightowl,rap,cancion,Why?,2010,64Q2K9em2DFogaR5nlynvl
Thiago SKP,rap,cancion,Grande Aposta,2010,2ENdV0EVqw0q9RpUthFXEC
Mala,rap,cancion,Conengitetis - Dance Mix,2010,1R9shsrR9OIgSvZKxYTPIH
Dice Raw,rap,cancion,Copperfield,2010,2DY2EU8mZ691ZvCCCVrYfo
DJ Bola 8,rap,cancion,Toca o Som,2010,4BJCqlo3wEEOLbVoRqvN4u
Neako,rap,cancion,Purple Dreams,2010,5o9fwjVJwZZevahtVZZpG3
Dagha,rap,cancion,"Changed Locks - DJ Real Remix, Radio Edit Remix",2010,5vJGM0o6f68F94zCM7WDl3
Piotta,rap,cancion,Anime in bilico - Versione album,2010,04TBlhTmTHTCjfEZip0k1w
Philthy Rich,rap,cancion,Mobbin,2010,4PNoxUKNCGkiCNksvcnhPP
Lil' Flip,rap,cancion,U Don't Know Me Like Dat,2010,2cqokOzNCMhAL0vSf4s77B
Gorilla Zoe,rap,cancion,Illusions,2010,58jJ9ktJn4jmi3HN6SGkFh
Yung L.A.,rap,cancion,I Got Money,2010,20FTWrlViWfmc8I5xBWEP4
DB Tha General,rap,cancion,Guilty By Association,2010,3j3f2y6zrelbvN72PhqCMD
Guind'Art 121,rap,cancion,Ta Tirando,2010,0DixJf8z7nfewuQpdaVAHq
DJ Bola 8,rap,cancion,Tira o Zoio,2010,0XNo1flU9M02BPRhThwPyv
Foesum,rap,cancion,イントロ,2010,4tmnUyvcCQsle1sJzlkDUa
E-40,rap,cancion,Off That Vodka (feat. Goldie Gold & San Quinn),2010,0XpcAhgcdvbN1ZFPfPa8tS
Hurricane Chris,rap,cancion,Gangsta S**t,2010,08c6OLcrqfbWjGHnOjpzUD
Trae Tha Truth,rap,cancion,Caddy,2010,7nOOEOtTm9d19rc5A3ngza
Lil Sicko,rap,cancion,On My Mind,2010,0bV0PTfwD0w0DvvL1s30yb
M-Dot,rap,cancion,Be Easy,2010,3Ip9HnRBW6O0atxZf87O2L
ECID,rap,cancion,Damn It Feels Good To Be A Charmer,2010,1BS4loW67o4bBNWL40RCQy
Junebug Slim,rap,cancion,Cinco de Mayo,2010,5MgEYrLSN6rv8Cj7QOEo8O
Kanhanga,rap,cancion,Eu Sou Um Vencedor,2010,5m3C9IJR0NLeAKWB70DpWF
IDE,rap,cancion,Light Years,2010,6nMsLwL45XfzfEI70m50d9
Nuol,rap,cancion,I Am (BPM.95),2010,76UNfh2lD2njZhBrnjGQKC
Lil' Flip,rap,cancion,Where You From?,2010,6GHlAZIbhn8vZuWv0sX9fm
Haystak,rap,cancion,Goons Involved,2010,0Vd3WIMt3DQWjlWoCKoEIz
Dat Boi T,rap,cancion,Still Gotta Screw Tape On,2010,6ucYuWq7AgCY3NM4cwYN06
Doppel D,rap,cancion,Lauf Oida,2010,0lwa60xGQ3pMBi5ZKCD3nS
Magno,rap,cancion,Outro,2010,3dZTz94Ncsu4xR9vlcZ074
Hood P,rap,cancion,Mic Mind - Remasterizada,2010,6DFTJizXG0VZaaerdbjFQJ
HD,rap,cancion,Tonite's The Nite,2010,4ucQvJJO6IzX5JS9jcNwdb
Fex Bandollero,rap,cancion,Pra Mim É Tudo,2010,1CcCLtFNB37VsVGLZv3gEi
Colt Ford,rap,cancion,Huntin The World,2010,5dhD9JCKVdvT9HhdmSW8Qi
Hollow Tip,rap,cancion,Call Me,2010,5U2parA8KIKpmppcYeaknu
Chris Ward,rap,cancion,The Last Time,2010,2v5IRtC8pALFKLuZcpVTJV
Turi,rap,cancion,Salviamo il salvabile,2010,5DEd9hqCUYiZwyJTdvjk70
Lil Ro,rap,cancion,Summertime,2010,4nsPDzR6HPIxOiDP0QhqKK
Juan Gambino,rap,cancion,Double Up,2010,3x1ZMtC6hm8oQsUTevwlob
F.Santana,rap,cancion,well,2010,18i314i4qiYZcg8juxA911
Chris Ward,rap,cancion,Tog,2010,5KF4yHcYrUPy5kO0jv1bSP
Presence,rap,cancion,Hellish,2010,1kykQzutZ69fk9YxitISr4
Jaysus,rap,cancion,Ich beide & ich,2010,3t90GFYnw8vIPJXBUaQ4MI
S Krim,rap,cancion,Qui vivra verra,2010,3XXqIpxYOmih8Zt57Bt3hf
Don Chief,rap,cancion,The City Is Mine (feat. T-Bone),2010,6PMdyp2xlFod3tsURuRJ5u
Seven-T,rap,cancion,Game Over,2010,4WXMxmlsT26AQdwMKK1fSD
Neako,rap,cancion,Angels & Demons,2010,4sUqdi8zyfIbD5ad5t3v9U
Hollow Tip,rap,cancion,We Get the Money,2010,5pv4ajz7SjyrTAVvaKd39q
Lil Scrappy,rap,cancion,We Can Buck,2010,5t2TthJ3iSGaCz2Hzk0rEa
Quest,rap,cancion,Quiero Decirte,2010,0uWNYPLvD5ojGLbwuiGBrN
F.R.A.C. (Fundación de Raperos Atípicos de Cádiz),rap,cancion,Entre Siglas (E.S.),2011,1Vpd1Ma5yCYVELN8e7d7Zq
Are el Real,rap,cancion,Material de Primera,2011,0yY0vg6Ell5TnTstAMq0FM
Lone,rap,cancion,Check It,2011,2nPysQ6M8nZujQTMIVdum4
F.R.A.C. (Fundación de Raperos Atípicos de Cádiz),rap,cancion,U.I.P Ó P. (Unión de Intervención por Pamplina O Paripé),2011,2txaoBuuLTvoydJsSYHCZO
El Hombre Viento,rap,cancion,14 12 1984,2011,2FWcX5uNGxxlv8qpF8U13M
Zawezo Del'patio,rap,cancion,Sin Promesas,2011,1fPKljZhtwXxzdPAZILDRt
Ktulu,rap,cancion,Desordenación 2#7,2011,1uXb3J1fmq6DtB80YzL1yr
ToteKing,rap,cancion,Nada Cambia - Synchrosize (Funkopata Remix),2011,2UaC5Zg9sQQd6NHYKfz7Hv
F.R.A.C. (Fundación de Raperos Atípicos de Cádiz),rap,cancion,"""Conexión Cádiz-Barcerlona-Sevilla"" - Bonus Track",2011,4Jn14ZBGl3XXoTvnwYHsYJ
El Dave,rap,cancion,Tiempo libre,2011,4xDN3PimUwcuYo5cJk2jvO
Ossian,rap,cancion,De Estilo Grasso,2011,0qu3WhRzcCHQE2N28xD2AN
Después De Todo,rap,cancion,El Camino de los Olvidados,2011,6Wawxizyn4F333Xx2sB8Kl
New Boyz,rap,cancion,Black Dress,2011,4msdgJN1F8li4PyMM6YTr8
Jeff Le Nerf,rap,cancion,Poursuis Ton Rêve,2011,65z5sctgtwqsq51TyjJUwk
São Nunca,rap,cancion,Construção de Valores,2011,3DtXVlm1RkmTvlau9JA1gk
Rap Judío,rap,cancion,Desde Hunab-Ku,2011,2FTuDB8Cbbtpom5tzzwZ5g
Omega,rap,cancion,Mr. Saxobeat,2011,3GJsBGhJvx15kpjHBSMNFJ
São Nunca,rap,cancion,Terceiro Mundo,2011,38oLuQE9ecPrrlSOqyEuAT
El Dave,rap,cancion,Sin forzarlo,2011,3JkNS9aAH6omnJMOoD7HBh
Dope City,rap,cancion,Ridin' Smokin' Sippin' and Reclinin' (feat. Lucky Luciano & Grimm),2011,4GiCb62jPPEpYXkvOHPfoj
Eptos Uno,rap,cancion,Fuego,2011,10tAxWUxfniuyyzFt16LMt
The Jacka,rap,cancion,What's Happening World,2011,0P81EJDCl1AzgXP56Q9Wjd
Tom. G,rap,cancion,Gansta Party Ft Ice Berg,2011,3VrEvbx9PTIhnPLhhI7BxX
Achepe,rap,cancion,Intro,2011,6T3nNV54WfqngAjuRdyCXE
Juan Gotti,rap,cancion,Alma azteca y maya,2011,70NTHsXhHmJ0CWXg9JJu65
Joe Blow,rap,cancion,"Ain't the Same (feat. The Jacka, Street Knowledge, T Wayne, Young Lox & Paul Allen)",2011,6BekCBVGF3kA9A2nw2v9Lk
Delinquent Mono,rap,cancion,Real 45 en Voces,2011,2TJngC49JN9ia6ClXgKZCt
Achepe,rap,cancion,Jamás Imaginé,2011,6XpwkrHnqku5RTcgnOYCQv
Boss Hogg Outlawz,rap,cancion,"Remain A G (feat. Herbman, MUG, Le$ & Blk)",2011,18wTveapLG6DwhaBAQ9D0Z
Eptos Uno,rap,cancion,El Nacer del Fuego,2011,5DwZA7SOQJThrjnHhy7ROx
Trilha Sonora do Gueto,rap,cancion,Profecia de Noizkaskamus,2011,5EjSrVSk2U9GbuBDojOYnh
Husalah,rap,cancion,Retro Mob,2011,0WA5FDEGzv13iab359xVYz
Brotha Lynch Hung,rap,cancion,The Way Up Feat. H.N.I.C.,2011,19pVOe99GqLL48R9Y7kSqY
Rymz,rap,cancion,Jour 1 (feat. Farfadet & Ô Lit),2011,30cBocPD7AAMhAtH6gB7q7
Conejo,rap,cancion,Gotta Maintain,2011,32vSdgl4596GkP6uvEH6HM
Duffel Bag Hottie,rap,cancion,Freestyle,2011,0CfBGMoQok21RWQ4M5pdGP
Bronze Nazareth,rap,cancion,The Road,2011,1yZDBBfr6qsrpcJPI6S8AE
Haystak,rap,cancion,I'm So Blessed,2011,4yrPp0KLfxPNhWPNM4DdFX
Mac Dre,rap,cancion,On the Run,2011,7bwcvqtYWn0S048e9Cs0aq
Young Dro,rap,cancion,I Know Her,2011,3goy9Xq7hOti3VjZzFSh9C
Mr. Knightowl,rap,cancion,Kill Me a Witness,2011,2i4XGesyg5O31FgVUFCH6c
Midget Loco,rap,cancion,We Keep It Steady,2011,08bw3PuQoFFD7a6zQUcmHK
J. Stalin,rap,cancion,Lord Don't Hate Us,2011,7lbnKnDwtElZzMlHQi63tq
Sinsimil MCs,rap,cancion,Black Zombie Beat,2011,68s6YdW4lsxYII2DPDWQyG
Carolyn Rodriguez,rap,cancion,Basic Bitch,2011,7IhNzznse3G1wcUyWh3UQn
Yaves,rap,cancion,Yayo (Feat. Fly Boy),2011,2lsjwmlxCVqiAlpuIjESHe
Fat Trel,rap,cancion,Living Room,2011,4WpULCyW3TYJBF5tpBSJ15
Chingo Bling,rap,cancion,Outro,2011,7FUF4kV09YhzDhAu6Vflvr
STK El Diablo,rap,cancion,Intro,2011,1t1WfKHSsp2YR5PZNUopcn
Ryuzo,rap,cancion,Jungle,2011,51jVVETgqcHvvtNoW0Gg05
JasonMartin,rap,cancion,Last Love,2011,5Tl0QxyeZX2TCufa1LYSs1
Young Buck,rap,cancion,Ask 4 Nothin,2011,69IAuNWGqTLaBwlGZ2Z62r
Immortal Soldierz,rap,cancion,Twistedblackcameback,2011,4BwOZkBytbQCIQ23NBx4f5
Mr. SOS,rap,cancion,Playa Hata Hotline,2011,6qY7CwbF1Ce9kEmdSrIGmw
Brotha Lynch Hung,rap,cancion,The Way Up Feat. H.N.I.C.,2011,19pVOe99GqLL48R9Y7kSqY
Bukshot,rap,cancion,What You Really Wanna Do (feat. The Sluggaz & HurraSeason),2011,1yactWhEDO4pOGdsQ6iJ6W
ScholarMan,rap,cancion,Lyrical Baptism,2011,2zkfbzqT4DWDPLopXSGXsU
Lil Scrappy,rap,cancion,What I Do,2011,6CEFW4okwhHCfY0A7GXTYv
Dat Boi T,rap,cancion,Both Lanes (feat. Cool Daddy),2011,4VYLY6ynGv3JfXxvFRAfKx
Junkyard Empire,rap,cancion,We Want,2011,19v1I3m6AoR9jZZ5Jt6bog
Adoração Periferica,rap,cancion,Adorador,2011,1U3IK5Et206tElQ6NaAiOy
Burden,rap,cancion,Goin Crazy,2011,6s44fMsWw22prgluxNWjWG
Daddy Lord C,rap,cancion,J'aurais Aimé te Dire,2011,6TXxrxL8SobK6742HwmJy2
Triple C,rap,cancion,Wetin you wan 4 tell me (feat. Supa Tee),2011,0NCnwCKdbDLI8dGEQMFy31
Wicked Minds,rap,cancion,The Time Is Right,2011,5dkgS5Xj91Kt3prIWlHowe
Chingo Bling,rap,cancion,Roll It Smoke It,2011,1dRkhs0YIWCY14pbEK1w6I
Tiny Doo,rap,cancion,Pay Da Boy (solo),2011,3PCAy9Ak97D9GyrHc6NS2J
La Boussole,rap,cancion,Un traitre parmi nous,2011,6VuMeuaYu1raEWrEtpCwDg
Lil' Keke,rap,cancion,Intro Street Game,2011,6iEB11ZT2iVCp8mmh8Flhg
IAME,rap,cancion,What Kind Are You?,2011,1ODYz5lt1W8uJszXh5Vguh
Dj Soina,rap,cancion,13 - Blend,2011,3NabmzLrKtD5DctXeR1CsG
Spodee,rap,cancion,Caught In The Life (Prod. 21),2011,0VdSeIIrBYd75Lncfk6awd
Tom. G,rap,cancion,Next Nigga Outt Florida,2011,6tKEBJAj11i0LWL72nWHn7
Young Chang MC,rap,cancion,Pa méchan,2011,19fK9WEE5IXdDCaOpvhH4V
Babalu Machete,rap,cancion,All U Need Is Dick,2011,7FLcnKIOzWHtpKFiq5b97a
Soldier Hard,rap,cancion,Been So Long,2011,1yZCSFn8Tg3l66Lf6ouJgf
Frankie J,rap,cancion,How Beautiful You Are,2011,14H6Qn98QihtVrzaCiyhxb
MC Magic,rap,cancion,Fat Heads,2011,318Yf9pPZG5zrJGRwQyc5i
Neako,rap,cancion,Friendly Skies,2011,7dhGQg8O15nlKQ0Qw2dmSz
JD,rap,cancion,Like We Homies (Feat. Chuck D),2011,5dmzJgI662kEG78hCZos7I
Jae Millz,rap,cancion,I Need A Drink,2011,28uoIKWEZnRXBRqpgI3797
Dope City,rap,cancion,Makin' You Sweat (feat. SPM & Lil' Rob),2011,115Yum1tEIOC8JGFjTjaSy
The Ville Boyz,rap,cancion,Hard Times,2011,4cKI0XQhmunuVmLsoNgWM5
Ktulu,rap,cancion,Pura Vida,2011,2nbw78m8B1WbCr7OcHTL2E
Frost,rap,cancion,Disco Matic - Original Mix,2011,2nc9JT7dJk5mp5DCJiDfgx
K-Rino,rap,cancion,Aggression,2011,2bXpYdaJ2465bh89ca2eKQ
Samurai,rap,cancion,Epic,2011,6NymSwwoeAKBd96HTwAHXB
YUNG NATION,rap,cancion,Do It Do It Go,2011,5NhbsqRIPmV7h9RtEN3Qhd
BeatKing,rap,cancion,Stacks,2011,7eCRxompN3lAOAKHeAWX2B
Dat Boi T,rap,cancion,"On My Grind (feat. Felony, Big Tank & GT Garza)",2011,4VYYCPu3m0upsla8H99a2m
Moccasin Creek,rap,cancion,This How a Redneck Rides,2011,5U6seZfca7gwSt58ULxwLM
Mr. Serv-On,rap,cancion,20 Bricks (Radio Version),2011,00Xgen7Ec1bVFWa2fhj3TB
Slow Pain,rap,cancion,Some Girls,2011,2T8X33yaqGcrgZeUuVpwrj
Stress,rap,cancion,Cadere Libera,2011,2YPGheKPxd6VfGwscwzhFY
Young Bleed,rap,cancion,Thank Ya',2011,302m0RRrOMZ4jjOb7NJcmL
Urban D.,rap,cancion,False Prophets,2011,69HbU5aDnihTlQXkOzTEf2
La Familia,rap,cancion,Antón Tiruliruliru,2011,0Nx5GO6BgoU4TVgTahTMoK
Pancho V,rap,cancion,Make It Hot,2011,7Cx0C1zaarKd0Gibqcd9Jy
RG,rap,cancion,Pistol-Pistol,2011,5Fd1T6gcQiMOo7KyD19Ahx
Chingo Bling,rap,cancion,Outro,2011,4rsZKGUWwa8vnUBgGlwZWl
High Gambino,rap,cancion,Yo Diablo,2012,4waU9MGWsEraNnFSkNYA56
Chris Brown,rap,cancion,Beautiful People - Radio Edit,2012,3aOWHGOb65jf7AYoJ9c9Gu
Ziontifik,rap,cancion,Caballito de Mar,2012,1mTdl15AHLHCbgabyBnx2P
Siroco,rap,cancion,Lo que otros llamáis amor - Remaster,2012,00ajCTOSOgK7A1xYu2L2rT
INDARRAP,rap,cancion,Dias Grises,2012,1opia5HTS2POS8IgCVzUy1
Siroco,rap,cancion,La alfombra roja - Remaster,2012,7hwOboTDUVvB5tcDPqWOsr
Ruxe Ruxe,rap,cancion,Noite De Alimarias,2012,2XrQRXJ7ZwULLNepMeU0Tf
Ziontifik,rap,cancion,Simple - Instrumental,2012,6yAN3Wym82nWNGheMSmVx2
F.R.A.C. (Fundación de Raperos Atípicos de Cádiz),rap,cancion,Mis Cohones Ahí,2012,4KAh4jf6q5qap9Zryw4Vqv
Siroco,rap,cancion,Piezas de museo - Remaster,2012,4lPRlmF66wGX3Q0BGeojZ6
García MC,rap,cancion,Abaixo e de Pé,2012,6laYQ1EHDPucTuzWmxGvHs
Ruxe Ruxe,rap,cancion,Que O Demo Me Leve 2 (feat. Roi Maceda Quempallou),2012,4amk3OAvh30Hku8Cv1GByi
Ziontifik,rap,cancion,Efimero - Instrumental,2012,0Drn2HJHLnlH0hEQPglAE7
F.R.A.C. (Fundación de Raperos Atípicos de Cádiz),rap,cancion,Cumbres de los Papadas,2012,41tZy79gwjhSos06QlSczL
Ruxe Ruxe,rap,cancion,Que O Demo Me Leve 1 (feat. Roi Maceda Quempallou),2012,67uEBmpqnOYvvgR9cYCDhp
Rayden,rap,cancion,Nunca Sera Siempre - Comentario,2012,6iOCKfXF1iJGfAVmh4SwrG
Siroco,rap,cancion,Réquiem por manos unidas - Remaster,2012,1csPL4uZos4f8ypFP3vf5n
Glad2Mecha,rap,cancion,Take Notes - Instrumental,2012,1uKxuRgKwMe6Ma5jCEsQ98
Juanchu,rap,cancion,Quiere Que Lo Explote,2012,1Buz1R4MNwiS3pKWHsXACn
Iba One,rap,cancion,Vagabondage,2012,4TWNzLf3bWBwsKPXGYe2Fo
CosaFina,rap,cancion,La serpiente de cascabel,2012,1k36l4RZbpbNZL7JkJw4IG
Shintoma,rap,cancion,Archivos policiales,2012,3nangR9GXv2PFQMpnx9Mur
Juanchu,rap,cancion,En Estados de Alerta,2012,0ezaP66heYh42NgAXHkQXc
Siroco,rap,cancion,Populismo - Remaster,2012,6wsxzlCy64WB2A467KQiXG
Achepe,rap,cancion,Mejorar para Que Mejores,2012,3PeyCE6Fr7Z1LhXEQgSIYD
Young Buck,rap,cancion,Baller Baby,2012,1V1ZNiUrQJ7XEL8h4crCSK
Villebillies,rap,cancion,Alive,2012,1DBG3hSxIWiRn9SHIsz1JN
Leyruk,rap,cancion,Hágase Pa' un Lado,2012,2CQxvjgxCG2gKfRCsxnq3V
Complexo Radical,rap,cancion,Eskamatizada,2012,6U1K6jBIqc55GZdVEoiakS
"Bizzle & Willie ""PDUB"" Moore",rap,cancion,Reason Why,2012,4xbtTVtV8fxYINJh4f10K7
Swishahouse,rap,cancion,Ron C Freestyle,2012,3AbRRzpWYWyYqgqHEcFjBM
Lil Cuete,rap,cancion,I Don't Know Why,2012,0dsA52vgWSMquU66LiGsLl
Z-Ro,rap,cancion,All My Dogs,2012,1RlPBLOgVb3hYKfQDB5y91
HD,rap,cancion,Anquette,2012,388rMLZAhBfHE5ZCaqldP5
Spitta of Badd Nooze,rap,cancion,Knuckle Head (feat. Clever Kev),2012,2lIdWI7GNXCd8UNMnhNGkn
The Jacka,rap,cancion,Knock Her Down Ft. Smigg Dirtee and Lil Rue,2012,1WhgMYjT78qnACdxfLZk89
Conejo,rap,cancion,West Los Angeles,2012,4GuwLXcAsvrfLHLKzeWByb
Swishahouse,rap,cancion,What They Want,2012,0QjIRjKlu2SY4mgjnWz4P4
Sinna,rap,cancion,Addicted to Jesus,2012,4OVIYfnlTkjzKCJ5RBysPT
Lil Cuete,rap,cancion,Baby I Got You,2012,4GEkVNsUOXw8S9BqHQE94B
Detentos do Rap,rap,cancion,Campo de Guerra,2012,4C2fzhEjctidl6wMt6snZM
Babel-Ish,rap,cancion,Never Let You Go - Motafied Beatz Remix,2012,23iEpOItw4cE3k7d4NKyGh
IDE,rap,cancion,Intro,2012,4WXJjVjsMxCEwpvekOUq1Q
Pollie Pop,rap,cancion,This the G Side - ScrewedNChopped Version,2012,27z1ovyRViPSRnEeyxEQpB
Mac Mall,rap,cancion,"Who Am I (feat. Young Mar, Young Streets)",2012,4J7k7kb2ruqtsbwxBKfDZC
3 Pilares,rap,cancion,Pesu Memu,2012,4ypIMvWCXcarkojJZsX8fB
C.U.B.A. Cabbal,rap,cancion,Planete Sauvage,2012,1niIvpj6uho1ZFaRPhRmsW
Lil Phat,rap,cancion,My Choppa,2012,3B5eKet4vAaiHP72Xnsu5G
Don Elway,rap,cancion,Dangerous Dragon,2012,1Vzouood2TxQNBguNHOrIO
Lucky Luciano,rap,cancion,High Calibore Pimp (feat. Ricsta),2012,7eBfRdMtx5mDUfmvMBfyRd
Lucky Luciano,rap,cancion,They Don't Want to See,2012,7eCupoA6ZwUZJuVswFzGz6
Desorden,rap,cancion,Toype,2012,1OGkkhuudbV7PYYWbpPMVV
Crispi Crunch,rap,cancion,Bbongs Up,2012,4SQQ4DvKjJRfuAoBgkFxTL
Lunie 3:80,rap,cancion,What Cha Talking Bout,2012,4EnTOkGKCztZdGokpxVOUq
Seldom Seen,rap,cancion,Game Over,2012,1cf1E9xo5KXL5YZ3zJIUK0
Lil C,rap,cancion,Doin My Thang,2012,5iS4iosRfJ6EkZHLyXdD2v
Neako,rap,cancion,I Am,2012,3M3ANvpWaJW74A3OYjla01
IAME,rap,cancion,Lowlabye,2012,3M4TmHOU0bFxwbt1hy105h
Dat Boi T,rap,cancion,Doin' My Thang,2012,7dOkbFKmQudbivBR6QMpYn
Lil' Flea,rap,cancion,Shedded Tears,2012,1tvhgzTLEijcMNcD3RSBUH
REDDY,rap,cancion,Day & Night - Let's Go (Feat. 샛별),2012,54VxVEkOHKdQqpIV3GG7jo
Gee Gee Bstone,rap,cancion,EOTR (End of the Road),2012,1nj3UlRJ0tnV3nUcCZqWpz
Mauros Amnos,rap,cancion,Matia Apo Nyxta,2012,7HUcavuK8OQFaCOOLDz9oM
J. Stalin,rap,cancion,Knock Her Down (feat. Liq & Fishscale Mackn),2012,3Utn8OKQvH5MEbChXgFKE0
Lil Koo,rap,cancion,Work It Out remix,2012,65BjMWJNRHSJLCTosXXVK8
Lucky Luciano,rap,cancion,Face in the Pillow,2012,08dSNAmBFITEwJatsr0aES
Villebillies,rap,cancion,O' Death,2012,0jZZ2QZrBmlkezzKhRzRsz
Ybe,rap,cancion,Better Dayz,2012,183Ah7U3MZQGA6e8h7AJkx
Conejo,rap,cancion,Beneath the Darkness,2012,1gMPsrzLo4dE1kR92Cniz0
Chingo Bling,rap,cancion,Intro,2012,01D09N6aMb8O9PAa0gigQh
Mac Mall,rap,cancion,"Who Am I (feat. Young Mar, Young Streets)",2012,4J7k7kb2ruqtsbwxBKfDZC
Лёша Маэстро,rap,cancion,Кокаин,2012,6h93FVhcJXkeyaAGostJ20
ILLSON,rap,cancion,Double K - Wa Goan,2012,1R8jM1QZJParL1veJptadG
Kohndo,rap,cancion,Sauvage - Instrumental,2012,6lrbwMter7spNJQAHQqvyX
Babel-Ish,rap,cancion,Never Let You Go - Motafied Beatz Remix,2012,23iEpOItw4cE3k7d4NKyGh
Mr. Lil One,rap,cancion,Gee,2012,1wIqvNCqBGf1v4ETv2Nvh3
Zenekwa,rap,cancion,Farzo,2012,35uCiMIpwOQ5Sk7OuoTnzH
E MOZZY,rap,cancion,Sacrafice (feat. Gp the Beast & Mozzy),2012,7630Ma1kR49xilcuFcEfN4
Merchan MCH,rap,cancion,Frio Ardor,2012,0QoeP01WVB3Q2BpqSnENs9
